head,predicate,tail,dataset
02782815,_derivationally_related_form,05993367,train
04026813,_hypernym,02834778,train
00536655,_similar_to,00535452,train
02016523,_derivationally_related_form,03290771,valid
06097775,_hypernym,06095022,train
01771246,_member_meronym,01771417,train
08110373,_synset_domain_topic_of,06037666,train
08230785,_hypernym,08227214,train
00963452,_derivationally_related_form,04838210,train
00325328,_hypernym,00322847,train
02928608,_hypernym,03323703,valid
06756407,_derivationally_related_form,00835903,train
02306159,_member_meronym,02308139,train
05216365,_has_part,05509889,train
11282802,_instance_hypernym,10778345,train
01480770,_derivationally_related_form,10615808,valid
09386422,_hypernym,09224911,train
07326880,_derivationally_related_form,02712443,train
03762602,_synset_domain_topic_of,06234825,train
11086774,_instance_hypernym,10022111,train
02743112,_derivationally_related_form,15228378,train
00056930,_derivationally_related_form,07320302,train
14031523,_derivationally_related_form,01930512,train
00003316,_derivationally_related_form,00836788,train
02679530,_derivationally_related_form,10740219,train
02770830,_synset_domain_topic_of,02958343,train
13047385,_hypernym,11590783,train
06434368,_instance_hypernym,06394865,train
08350470,_member_meronym,08418631,train
02352824,_synset_domain_topic_of,06123363,train
01496331,_hypernym,01495701,train
07808904,_hypernym,07806221,train
14322699,_derivationally_related_form,01792567,train
02487573,_derivationally_related_form,01233156,train
11795366,_hypernym,11556857,test
01522789,_member_meronym,01522952,train
06629858,_hypernym,06629392,train
01484982,_derivationally_related_form,00716945,train
02033041,_hypernym,02031934,train
00306017,_derivationally_related_form,00377364,train
02758753,_hypernym,02671421,train
10520804,_derivationally_related_form,02208903,train
11991080,_member_meronym,11991263,train
05461179,_has_part,05328232,train
01982211,_hypernym,01762525,train
09052314,_instance_hypernym,09044862,train
01796519,_hypernym,01796340,train
10483530,_derivationally_related_form,01881696,train
02416278,_verb_group,02416751,train
00941990,_derivationally_related_form,07129867,train
00302394,_hypernym,00300441,train
00349080,_derivationally_related_form,01546111,train
07547805,_derivationally_related_form,01244410,train
10423589,_hypernym,10557854,train
00745187,_hypernym,00941990,train
05229198,_synset_domain_topic_of,06057539,valid
12497492,_member_meronym,12497669,train
14326607,_hypernym,14323683,train
03748456,_hypernym,02722166,train
02765190,_derivationally_related_form,00614999,train
13965049,_hypernym,13963970,train
12747563,_hypernym,11562747,train
04530566,_has_part,04554211,train
08751317,_has_part,08751494,train
12039743,_member_meronym,12071965,train
02667228,_hypernym,02666882,train
02564146,_derivationally_related_form,14528873,train
12591195,_member_meronym,12591351,train
11540747,_member_meronym,11541322,train
01492052,_hypernym,01296462,train
12916935,_hypernym,11566682,train
00968211,_derivationally_related_form,00368302,train
09044862,_member_of_domain_region,07927931,train
15239579,_hypernym,15113229,train
02536864,_hypernym,02534734,train
02719294,_hypernym,03740161,train
03084759,_derivationally_related_form,08967329,train
02155799,_derivationally_related_form,07308889,train
07660065,_hypernym,07658168,train
05674584,_derivationally_related_form,00406243,train
09798811,_hypernym,09678009,train
00162167,_derivationally_related_form,13354420,train
13665027,_hypernym,13662703,train
01052215,_derivationally_related_form,00914769,train
04051825,_hypernym,03282060,train
10668450,_derivationally_related_form,00462092,train
00704073,_hypernym,00813044,train
13659760,_has_part,13659604,train
03073977,_hypernym,04515129,train
08129883,_has_part,08130292,train
01904293,_verb_group,01838651,train
08581503,_derivationally_related_form,01844431,train
10699752,_derivationally_related_form,01807529,train
02294761,_member_meronym,02310334,train
10066732,_derivationally_related_form,00593944,train
00144445,_derivationally_related_form,02120140,train
04873550,_derivationally_related_form,01222884,train
00095971,_derivationally_related_form,00265386,test
06136105,_hypernym,05996646,train
01046932,_derivationally_related_form,00868799,train
08841956,_instance_hypernym,09203827,train
02686568,_hypernym,03125870,train
12879963,_hypernym,11672400,train
00622068,_hypernym,00621627,train
03270165,_has_part,03503997,train
14444644,_synset_domain_topic_of,06149484,train
00861560,_derivationally_related_form,06726939,train
01522052,_hypernym,00420132,train
03746574,_derivationally_related_form,02348568,train
01926311,_derivationally_related_form,07460104,train
01185981,_derivationally_related_form,00840751,valid
01504480,_derivationally_related_form,00789391,train
01064758,_hypernym,01064148,train
01434822,_derivationally_related_form,07961480,train
00948206,_derivationally_related_form,01162754,train
00724150,_derivationally_related_form,13368052,train
10605848,_hypernym,09939313,train
00036780,_derivationally_related_form,00251780,train
07769584,_hypernym,07705931,train
00194912,_derivationally_related_form,00394803,train
12658846,_hypernym,12658118,train
12838027,_member_meronym,12863458,valid
14526182,_derivationally_related_form,00193130,train
01252425,_derivationally_related_form,04694441,train
02326355,_synset_domain_topic_of,01090446,train
01524523,_derivationally_related_form,11454591,train
02636811,_derivationally_related_form,01772222,train
01145163,_derivationally_related_form,13104059,train
00681429,_derivationally_related_form,10745894,train
09173777,_instance_hypernym,09472597,train
06974127,_hypernym,06973610,train
02429695,_member_meronym,02433205,train
01723579,_derivationally_related_form,00898127,train
05245906,_hypernym,05250659,train
01563005,_verb_group,01558440,train
00694068,_derivationally_related_form,14437552,train
05725269,_hypernym,05724694,train
05128219,_hypernym,05125377,train
01078235,_derivationally_related_form,01259380,train
01555586,_member_meronym,01556368,train
02660940,_derivationally_related_form,09011151,train
02174355,_hypernym,02171869,train
02374451,_hypernym,02374149,valid
02457586,_member_meronym,02457756,train
14560253,_hypernym,14548343,test
00924431,_derivationally_related_form,05566504,train
02333979,_derivationally_related_form,04161358,train
13587963,_hypernym,13587763,train
12498457,_hypernym,13112664,train
08766988,_member_of_domain_region,08017974,train
02431320,_derivationally_related_form,07331400,test
00883297,_derivationally_related_form,02387486,train
01250908,_hypernym,01205696,train
09217414,_hypernym,09334396,train
00875141,_hypernym,00875394,train
07181546,_derivationally_related_form,00804802,train
13501059,_hypernym,13459322,train
09255343,_hypernym,09376526,train
00350380,_derivationally_related_form,02033805,train
12396666,_member_meronym,12396924,train
05775081,_derivationally_related_form,00917772,train
05291728,_derivationally_related_form,01449236,valid
00827379,_hypernym,00712225,train
11182966,_instance_hypernym,09765278,train
00874977,_derivationally_related_form,00657728,train
00716758,_hypernym,00716531,train
10557854,_derivationally_related_form,00604694,train
14822839,_hypernym,15063493,train
01730384,_derivationally_related_form,06867675,train
14121058,_hypernym,14120767,train
02660442,_hypernym,02604477,train
11544769,_member_meronym,13217213,train
02357693,_hypernym,02327200,train
13984082,_derivationally_related_form,00312648,train
14462666,_derivationally_related_form,01752167,train
09331328,_instance_hypernym,09328904,train
05500992,_hypernym,05462674,train
05430628,_hypernym,00006484,train
01230555,_hypernym,01410223,train
01465365,_verb_group,01465218,train
02176178,_derivationally_related_form,04766275,train
00346693,_derivationally_related_form,00138508,train
08459252,_derivationally_related_form,00660571,train
02350845,_member_meronym,02351212,train
02159271,_member_meronym,02185337,train
01215421,_derivationally_related_form,00088725,train
07993279,_hypernym,07951464,train
02311544,_derivationally_related_form,05074218,train
10741821,_derivationally_related_form,01999798,train
02367363,_also_see,02536557,train
01160031,_similar_to,01161635,train
00194534,_derivationally_related_form,00394803,train
04138977,_hypernym,03880531,train
01059719,_derivationally_related_form,02237024,train
01850315,_derivationally_related_form,10336234,train
01013367,_derivationally_related_form,14434866,train
00251013,_derivationally_related_form,01532434,train
00013160,_also_see,01932973,train
02180898,_derivationally_related_form,07389330,train
05578251,_hypernym,05543177,train
02034986,_derivationally_related_form,13874384,train
02198532,_hypernym,02188699,train
02393086,_similar_to,02392878,train
00158804,_derivationally_related_form,00372013,train
03544360,_hypernym,03259505,train
02260085,_derivationally_related_form,01091905,train
07445896,_derivationally_related_form,02689299,train
09773962,_hypernym,10490699,train
13455487,_synset_domain_topic_of,06128570,train
08356903,_hypernym,08401248,train
01824532,_hypernym,01825237,train
00599329,_hypernym,00586262,train
01309991,_also_see,02271544,train
00651954,_hypernym,00315986,train
14287113,_derivationally_related_form,01559055,train
08143926,_hypernym,08337324,train
03836062,_derivationally_related_form,01186428,train
01129532,_hypernym,01128984,test
06969129,_synset_domain_topic_of,06236802,train
05537576,_hypernym,05470189,train
14738752,_derivationally_related_form,00458471,train
02147962,_hypernym,02158587,train
14472111,_hypernym,14465048,train
04982478,_synset_domain_topic_of,07092592,train
02746365,_hypernym,02738031,train
00553823,_hypernym,00333829,train
01542207,_derivationally_related_form,04277034,valid
02467662,_hypernym,00140123,train
11794267,_member_meronym,11794519,train
09477718,_instance_hypernym,09411430,train
00452293,_hypernym,00451866,train
01163047,_derivationally_related_form,01412204,train
13467009,_synset_domain_topic_of,06055946,train
05783940,_derivationally_related_form,10687231,train
10027590,_derivationally_related_form,00854420,train
02079933,_derivationally_related_form,00557813,train
02171039,_derivationally_related_form,10165448,train
13394179,_hypernym,13393762,train
02748927,_derivationally_related_form,04683814,train
01593937,_derivationally_related_form,07351031,train
12235479,_hypernym,13118569,train
02500619,_derivationally_related_form,10752093,train
11911591,_member_meronym,11921622,train
11400230,_instance_hypernym,09807075,train
06409562,_derivationally_related_form,10064405,train
06267145,_has_part,06269130,train
01631035,_hypernym,01626600,train
01972298,_derivationally_related_form,10076778,train
05820620,_derivationally_related_form,02155799,valid
01569566,_derivationally_related_form,00240938,train
03238407,_synset_domain_topic_of,08199025,train
09976119,_hypernym,00007846,train
10006511,_hypernym,10235549,train
04960582,_derivationally_related_form,00286333,train
02238113,_hypernym,01762525,train
06349030,_hypernym,07012534,train
13757249,_derivationally_related_form,01912709,train
09148970,_has_part,09301249,train
03914919,_hypernym,04359589,train
01136519,_derivationally_related_form,02432530,train
12128645,_member_meronym,12128825,train
01381357,_derivationally_related_form,10549510,train
04863969,_hypernym,04861486,train
02543181,_hypernym,00797430,train
02229055,_hypernym,02200686,train
00479598,_hypernym,00126264,train
10563183,_hypernym,10084295,train
04729328,_derivationally_related_form,01282014,train
10684146,_hypernym,10379758,train
00406365,_derivationally_related_form,01580467,train
02610834,_hypernym,01429349,train
02447793,_derivationally_related_form,06471345,train
09001580,_instance_hypernym,08654360,train
00815686,_derivationally_related_form,07200527,train
14292090,_derivationally_related_form,00336260,train
00231887,_derivationally_related_form,00799798,train
00733317,_derivationally_related_form,02515934,train
04660080,_hypernym,05207130,train
00236581,_hypernym,00062806,train
10618685,_derivationally_related_form,00249017,train
02600657,_hypernym,01432517,train
