head,predicate,tail
02818402,_synset_domain_topic_of,00006484
11159214,_instance_hypernym,09765278
14136187,_hypernym,14127211
05217859,_hypernym,00019128
14536438,_hypernym,13920835
08557131,_hypernym,08556491
03210683,_derivationally_related_form,02294436
00082081,_derivationally_related_form,00654885
00933821,_hypernym,00952524
13991823,_hypernym,00024720
13556509,_derivationally_related_form,00148472
13245076,_hypernym,13244109
01294127,_instance_hypernym,00956485
00204439,_derivationally_related_form,00613393
06851742,_member_of_domain_usage,03869389
03216828,_hypernym,03638321
10674130,_derivationally_related_form,02534936
09802641,_derivationally_related_form,02272549
14414715,_hypernym,14414294
01439190,_verb_group,01082454
00872414,_derivationally_related_form,07224774
05229198,_hypernym,05225602
00815173,_derivationally_related_form,01931768
01193886,_derivationally_related_form,00904046
01490336,_derivationally_related_form,04551375
01037819,_derivationally_related_form,01028079
11879054,_hypernym,11868814
01340439,_derivationally_related_form,00147595
02641378,_derivationally_related_form,04980008
10751265,_hypernym,10069645
02805584,_instance_hypernym,03386011
04982478,_derivationally_related_form,02190188
12542649,_member_meronym,12542910
04487268,_has_part,04335435
07451463,_hypernym,07450842
01802219,_derivationally_related_form,06379568
01096860,_synset_domain_topic_of,00464894
04096066,_has_part,03138981
10457444,_hypernym,09814660
10092488,_synset_domain_topic_of,00471613
08766988,_has_part,09477718
01952898,_hypernym,01951480
00327145,_derivationally_related_form,15055181
00944449,_derivationally_related_form,02054989
00634472,_hypernym,00628491
01963655,_hypernym,01967373
00512877,_hypernym,00126264
02691156,_has_part,03530910
00397010,_derivationally_related_form,00201034
11192067,_instance_hypernym,10444194
00002325,_derivationally_related_form,00831191
02188065,_member_meronym,02190015
11929027,_hypernym,13118707
10897946,_instance_hypernym,10650162
00176327,_hypernym,00173338
08192361,_hypernym,08198137
10463943,_derivationally_related_form,01036804
05641959,_hypernym,05640433
02318464,_also_see,01395617
12120114,_hypernym,12102133
02340186,_hypernym,02339922
03014705,_has_part,03661340
00999588,_derivationally_related_form,00295346
06782680,_derivationally_related_form,00672433
00618682,_derivationally_related_form,09909060
00843128,_hypernym,00838098
09021503,_has_part,09170475
00171127,_derivationally_related_form,13800801
07039238,_derivationally_related_form,01727490
10323182,_derivationally_related_form,00731222
01745536,_hypernym,01706129
00839778,_derivationally_related_form,01170052
09207288,_has_part,08975902
00592446,_hypernym,00586262
02727883,_derivationally_related_form,01113068
00269963,_derivationally_related_form,01631072
00228283,_hypernym,00209943
10801561,_hypernym,10665698
11822557,_member_meronym,11825535
00487748,_derivationally_related_form,00362659
05007280,_hypernym,05849789
10695450,_hypernym,09991530
01635432,_derivationally_related_form,03265874
09082540,_has_part,09341145
01398212,_hypernym,14989820
01054186,_derivationally_related_form,07123870
01449974,_derivationally_related_form,02687172
01790383,_hypernym,01790739
06539178,_hypernym,06667792
15126931,_has_part,15127982
02438774,_member_meronym,02439286
12231192,_hypernym,13112664
02619738,_hypernym,01429349
02475261,_derivationally_related_form,00731222
00234277,_hypernym,00216174
12835196,_hypernym,11579418
01573515,_also_see,01661804
08975617,_has_part,09365288
02401809,_derivationally_related_form,00208797
02598438,_hypernym,01432517
02650840,_derivationally_related_form,07942152
11719468,_member_meronym,11720088
03464757,_hypernym,03504420
00881649,_derivationally_related_form,02163746
13431722,_derivationally_related_form,02621901
12241426,_hypernym,13112664
08482113,_hypernym,08426461
09614315,_hypernym,00007846
08494459,_instance_hypernym,08573258
02343374,_derivationally_related_form,02787772
00737188,_hypernym,00735936
00096766,_hypernym,00104868
02049696,_derivationally_related_form,07310642
11268667,_instance_hypernym,09989502
02336947,_derivationally_related_form,02831724
00285557,_derivationally_related_form,02091689
07384741,_derivationally_related_form,02187922
06977434,_hypernym,06976392
02392762,_derivationally_related_form,05611822
06428216,_hypernym,06427831
05876469,_synset_domain_topic_of,06090869
02932891,_hypernym,03790230
02660442,_also_see,02660819
01881696,_derivationally_related_form,10483530
02591893,_derivationally_related_form,10477585
11827775,_member_meronym,11833208
08590172,_hypernym,08589801
01681048,_hypernym,01684899
00693401,_derivationally_related_form,01029114
02543181,_derivationally_related_form,01613463
11700058,_hypernym,12205694
01244853,_hypernym,01532589
14439745,_derivationally_related_form,00847478
13024967,_hypernym,11594676
01279631,_hypernym,01280014
00073525,_synset_domain_topic_of,06000644
00790509,_synset_domain_topic_of,06272290
12450840,_hypernym,12450344
02733122,_hypernym,01128193
00702202,_hypernym,00701755
00751529,_derivationally_related_form,00932798
08714966,_instance_hypernym,08633957
06650070,_derivationally_related_form,00665886
09000462,_instance_hypernym,08524735
01972411,_hypernym,01939598
06718862,_member_of_domain_usage,09638009
11087767,_instance_hypernym,10453533
02001858,_hypernym,02000868
00946499,_derivationally_related_form,04729710
00813978,_derivationally_related_form,07140659
15073973,_hypernym,05407119
08805801,_instance_hypernym,08524735
02480495,_hypernym,02480153
10221956,_derivationally_related_form,03596787
06295235,_member_of_domain_usage,02936020
03844045,_has_part,04581829
00335366,_hypernym,00334996
11841529,_member_meronym,11842204
02051031,_hypernym,02050132
02063771,_hypernym,02035919
07540602,_hypernym,07539511
12690388,_hypernym,11566682
01643092,_hypernym,01626600
01719921,_derivationally_related_form,09765278
10759702,_derivationally_related_form,00076400
09025863,_instance_hypernym,08524735
08832691,_has_part,09235469
02553196,_hypernym,01342529
00532886,_hypernym,00126264
02572119,_derivationally_related_form,00418903
00077950,_derivationally_related_form,00225786
06295235,_member_of_domain_usage,00959645
10113997,_derivationally_related_form,13134947
08176077,_member_meronym,08737041
08521267,_derivationally_related_form,02871229
05663671,_hypernym,05661996
00186001,_hypernym,00515154
02680358,_hypernym,02679899
14040071,_hypernym,14039534
02588108,_member_meronym,02588580
04998530,_hypernym,04997988
00812526,_derivationally_related_form,01574292
01245813,_hypernym,01245618
08520401,_hypernym,08620061
03774673,_hypernym,02722997
08019913,_synset_domain_topic_of,00759694
05733090,_derivationally_related_form,00656292
08895771,_instance_hypernym,08633957
11801247,_hypernym,11567411
07404114,_hypernym,07406765
09979321,_derivationally_related_form,00826509
12480677,_hypernym,11561228
01354869,_member_meronym,01378800
00754118,_derivationally_related_form,02578235
07369604,_derivationally_related_form,00300537
08831004,_member_of_domain_region,10675142
01705717,_hypernym,01656813
00665886,_derivationally_related_form,00153961
12065316,_hypernym,12041446
01791232,_hypernym,01790020
10693459,_hypernym,09974648
03908204,_hypernym,04608567
10149527,_hypernym,10407954
02626590,_member_meronym,02626762
02303331,_derivationally_related_form,00205891
02280223,_member_meronym,02280649
02848523,_hypernym,04110955
13631512,_has_part,13630864
11873396,_has_part,11873845
14788714,_derivationally_related_form,02672886
00641252,_synset_domain_topic_of,06004067
00981944,_derivationally_related_form,10048001
12782108,_member_meronym,12782338
00430191,_also_see,00781168
12243292,_hypernym,11575425
00219012,_hypernym,00126264
11926640,_hypernym,11579418
07213717,_hypernym,07213395
01667449,_derivationally_related_form,04033995
09114696,_has_part,09341465
05964098,_hypernym,05943300
02065085,_derivationally_related_form,00350380
01313249,_hypernym,01363648
02678839,_hypernym,02678663
00622584,_derivationally_related_form,01143838
09189411,_has_part,08996871
15032376,_derivationally_related_form,01323338
00779061,_derivationally_related_form,01062997
05682950,_derivationally_related_form,01821423
02958343,_has_part,03424630
00136984,_hypernym,00136329
07139316,_derivationally_related_form,00962447
03574555,_hypernym,03297735
02553196,_member_meronym,02611767
04383130,_derivationally_related_form,01357429
00964110,_derivationally_related_form,07157273
06533648,_hypernym,06532330
09207288,_has_part,08724545
01220152,_derivationally_related_form,00864475
01163047,_derivationally_related_form,01398443
00190180,_verb_group,01465054
06845599,_member_of_domain_usage,03328392
11680995,_hypernym,11675842
14852913,_hypernym,14852450
14832193,_has_part,14964129
01809655,_similar_to,01811172
11596108,_hypernym,11552386
13875392,_hypernym,13900287
02625648,_derivationally_related_form,09017526
00799798,_hypernym,02477334
03970156,_derivationally_related_form,01577093
08236621,_derivationally_related_form,02377938
15145586,_derivationally_related_form,01322221
12005656,_hypernym,12205694
00662972,_derivationally_related_form,02112546
05199286,_hypernym,05190804
13216238,_hypernym,11534677
10587227,_hypernym,10791221
02612657,_hypernym,02554730
00220115,_hypernym,01206218
13458268,_derivationally_related_form,00209174
13291189,_hypernym,13282550
03201208,_derivationally_related_form,02656763
01790739,_hypernym,01792097
09055015,_has_part,09349425
07376937,_derivationally_related_form,01398919
02574910,_hypernym,02552171
10855604,_instance_hypernym,10650162
02769460,_derivationally_related_form,00407633
03032811,_hypernym,04110955
10333317,_hypernym,10332385
02231473,_derivationally_related_form,10404242
02560546,_hypernym,08111027
09274500,_hypernym,09225146
12346448,_hypernym,11567411
04143140,_derivationally_related_form,01855447
00824054,_hypernym,00817680
11466043,_hypernym,11452218
00353639,_hypernym,02431320
06845599,_member_of_domain_usage,04383537
10737103,_derivationally_related_form,02638444
02308214,_derivationally_related_form,04166553
00512267,_hypernym,00120202
01056554,_derivationally_related_form,07136940
08801678,_instance_hypernym,08696931
08907606,_has_part,08909537
01547390,_derivationally_related_form,01064148
04110439,_synset_domain_topic_of,06128570
09830629,_hypernym,10176111
02648253,_hypernym,02679899
02390287,_hypernym,01844431
09079505,_derivationally_related_form,02738760
06599788,_derivationally_related_form,02817339
09786338,_hypernym,10557854
06511874,_derivationally_related_form,00699626
01249490,_derivationally_related_form,03955296
08414381,_derivationally_related_form,00625963
08836630,_has_part,08842819
12404484,_hypernym,11567411
10151760,_derivationally_related_form,03467517
02163301,_derivationally_related_form,10478960
01925372,_also_see,01943406
05216365,_has_part,05549830
02244956,_derivationally_related_form,01091905
12930044,_member_meronym,12931109
09026614,_instance_hypernym,08633957
09275473,_has_part,08845555
02601996,_hypernym,00126264
10782471,_synset_domain_topic_of,00478262
04162998,_derivationally_related_form,02701962
00180837,_synset_domain_topic_of,06084469
03383646,_hypernym,04602044
03282933,_hypernym,03816849
06737394,_synset_domain_topic_of,06520944
06469874,_derivationally_related_form,02752695
04018155,_has_part,03691459
02732148,_hypernym,02719399
02457756,_member_meronym,02457945
02171039,_derivationally_related_form,00882159
05105009,_hypernym,05104548
00176756,_hypernym,00173338
06824955,_hypernym,06824227
00358089,_derivationally_related_form,01483779
01731418,_hypernym,01657723
08900047,_instance_hypernym,08665504
12194776,_member_meronym,12198628
07769306,_hypernym,07705931
00471196,_hypernym,00471711
00523436,_derivationally_related_form,14947807
00839023,_derivationally_related_form,01576165
02021438,_member_meronym,02040698
01780941,_derivationally_related_form,07520612
03407122,_derivationally_related_form,00408624
14429985,_hypernym,13945919
10492202,_derivationally_related_form,01453433
11996792,_member_meronym,11997032
00048912,_derivationally_related_form,03236735
14959644,_hypernym,14959234
09926246,_hypernym,10340312
09750891,_hypernym,09686536
02465145,_hypernym,02478701
13533886,_hypernym,13515958
06744396,_hypernym,06738281
01103159,_synset_domain_topic_of,06677302
02302817,_derivationally_related_form,10577284
06564387,_hypernym,06532095
04677514,_derivationally_related_form,00142191
10773126,_hypernym,09630641
00733044,_derivationally_related_form,10458111
09186592,_hypernym,09376526
02353709,_member_meronym,02354320
11612923,_hypernym,11608250
06650431,_derivationally_related_form,00820976
05442131,_has_part,05435477
01663659,_hypernym,01657723
08790353,_instance_hypernym,08574314
00965035,_derivationally_related_form,07201365
07408796,_hypernym,07308563
